class,method,kind_exp,name_exp,kind_gen,name_gen,expected,generated,relation,reason
DerivativeStructure,org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3 a4 ds4),ConditionKind.PARAM,ds1,ConditionKind.PARAM,ds1,,assert true;,AssertionRelation.UNEXPECTED,
DerivativeStructure,org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3 a4 ds4),ConditionKind.PARAM,a2,ConditionKind.PARAM,a2,,assert !java.lang.Double.isNaN(a2);,AssertionRelation.UNEXPECTED,
DerivativeStructure,org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3 a4 ds4),ConditionKind.PARAM,ds2,ConditionKind.PARAM,ds2,,assert true;,AssertionRelation.UNEXPECTED,
DerivativeStructure,org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3 a4 ds4),ConditionKind.PARAM,a3,ConditionKind.PARAM,a3,,assert !java.lang.Double.isNaN(a3);,AssertionRelation.UNEXPECTED,
DerivativeStructure,org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3 a4 ds4),ConditionKind.PARAM,ds3,ConditionKind.PARAM,ds3,,assert true;,AssertionRelation.UNEXPECTED,
DerivativeStructure,org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3 a4 ds4),ConditionKind.PARAM,a4,ConditionKind.PARAM,a4,,assert !java.lang.Double.isNaN(a4);,AssertionRelation.UNEXPECTED,
DerivativeStructure,org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3 a4 ds4),ConditionKind.PARAM,ds4,ConditionKind.PARAM,ds4,,assert true;,AssertionRelation.UNEXPECTED,
DerivativeStructure,org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3 a4 ds4),ConditionKind.THROWS,DimensionMismatchException,ConditionKind.THROWS,DimensionMismatchException,,assert args[0].getOrder() != args[1].getOrder() || args[2].getOrder() != args[3].getOrder() || args[4].getOrder() != args[5].getOrder();,AssertionRelation.UNEXPECTED,
DerivativeStructure,org.apache.commons.math3.analysis.differentiation.DerivativeStructure(parameters order derivatives),ConditionKind.PARAM,parameters,ConditionKind.PARAM,parameters,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
DerivativeStructure,org.apache.commons.math3.analysis.differentiation.DerivativeStructure(parameters order derivatives),ConditionKind.PARAM,order,ConditionKind.PARAM,order,,assert (args[1] == null) == false;,AssertionRelation.UNEXPECTED,
DerivativeStructure,org.apache.commons.math3.analysis.differentiation.DerivativeStructure(parameters order derivatives),ConditionKind.PARAM,derivatives,ConditionKind.PARAM,derivatives,,assert receiverObjectID != null;,AssertionRelation.UNEXPECTED,
DerivativeStructure,org.apache.commons.math3.analysis.differentiation.DerivativeStructure(parameters order derivatives),ConditionKind.THROWS,DimensionMismatchException,ConditionKind.THROWS,DimensionMismatchException,,assert args[2].length != receiverObjectID.getSize();,AssertionRelation.UNEXPECTED,
DerivativeStructure,org.apache.commons.math3.analysis.differentiation.DerivativeStructure(parameters order derivatives),ConditionKind.THROWS,NumberIsTooLargeException,ConditionKind.THROWS,NumberIsTooLargeException,,assert args[1] > receiverObjectID.getMaximumOrder();,AssertionRelation.UNEXPECTED,
DerivativeStructure,getFreeParameters(),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == receiverObjectID.getFreeParameters();,AssertionRelation.UNEXPECTED,
DerivativeStructure,getOrder(),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == receiverObjectID.getOrder();,AssertionRelation.UNEXPECTED,
DerivativeStructure,createConstant(c),ConditionKind.PARAM,c,ConditionKind.PARAM,c,,assert args[0] != null;,AssertionRelation.UNEXPECTED,
DerivativeStructure,createConstant(c),ConditionKind.RETURN,,ConditionKind.RETURN,,,"assert methodResultID == new DerivativeStructure(args[0], receiverObjectID.getOrder(), args[0]);",AssertionRelation.UNEXPECTED,
DerivativeStructure,getValue(),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == receiverObjectID.getValue();,AssertionRelation.UNEXPECTED,
DerivativeStructure,getPartialDerivative(orders),ConditionKind.PARAM,orders,ConditionKind.PARAM,orders,,assert args[0] >= 0;,AssertionRelation.UNEXPECTED,
DerivativeStructure,getPartialDerivative(orders),ConditionKind.THROWS,DimensionMismatchException,ConditionKind.THROWS,DimensionMismatchException,,assert args[0].length != receiverObjectID.getOrder();,AssertionRelation.UNEXPECTED,
DerivativeStructure,getPartialDerivative(orders),ConditionKind.THROWS,NumberIsTooLargeException,ConditionKind.THROWS,NumberIsTooLargeException,,assert java.lang.Math.sum(args[0]) > receiverObjectID.getReal();,AssertionRelation.UNEXPECTED,
DerivativeStructure,getPartialDerivative(orders),ConditionKind.RETURN,,ConditionKind.RETURN,,,"assert methodResultID == divide(1, receiverObjectID.getOrder());",AssertionRelation.UNEXPECTED,
DerivativeStructure,getAllDerivatives(),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == new double[][]{args[0]};,AssertionRelation.UNEXPECTED,
DerivativeStructure,add(a),ConditionKind.THROWS,DimensionMismatchException,ConditionKind.THROWS,DimensionMismatchException,,assert args[0].getOrder() != args[0].getValue().size();,AssertionRelation.UNEXPECTED,
DerivativeStructure,subtract(a),ConditionKind.THROWS,DimensionMismatchException,ConditionKind.THROWS,DimensionMismatchException,,assert a.getOrder() != args[0].getOrder() || a.getFreeParameters() != args[0].getFreeParameters();,AssertionRelation.UNEXPECTED,
DerivativeStructure,multiply(a),ConditionKind.THROWS,DimensionMismatchException,ConditionKind.THROWS,DimensionMismatchException,,assert args[0].getOrder() != args[0].getValue().getFreeParameters();,AssertionRelation.UNEXPECTED,
DerivativeStructure,divide(a),ConditionKind.THROWS,DimensionMismatchException,ConditionKind.THROWS,DimensionMismatchException,,assert a.getOrder() != args[0].getOrder();,AssertionRelation.UNEXPECTED,
DerivativeStructure,remainder(a),ConditionKind.THROWS,DimensionMismatchException,ConditionKind.THROWS,DimensionMismatchException,,assert a.getOrder() != args[0].getOrder();,AssertionRelation.UNEXPECTED,
DerivativeStructure,getExponent(),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == receiverObjectID.getPartialDerivative(0);,AssertionRelation.UNEXPECTED,
DerivativeStructure,hypot(y),ConditionKind.THROWS,DimensionMismatchException,ConditionKind.THROWS,DimensionMismatchException,,assert args[0].getOrder() != args[0].getValue().getFreeParameters();,AssertionRelation.UNEXPECTED,
DerivativeStructure,hypot(x y),ConditionKind.PARAM,x,ConditionKind.PARAM,x,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
DerivativeStructure,hypot(x y),ConditionKind.PARAM,y,ConditionKind.PARAM,y,,assert (args[1] == null) == false;,AssertionRelation.UNEXPECTED,
DerivativeStructure,hypot(x y),ConditionKind.THROWS,DimensionMismatchException,ConditionKind.THROWS,DimensionMismatchException,,assert (args[0].getOrder() != args[1].getOrder()) || (args[0].getOrder() == 0 && args[1].getOrder() == 0);,AssertionRelation.UNEXPECTED,
DerivativeStructure,hypot(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == !Double.isInfinite(args[0].getReal()) && !Double.isNaN(args[0].getReal()) && !Double.isInfinite(args[1].getReal()) && !Double.isNaN(args[1].getReal());,AssertionRelation.UNEXPECTED,
DerivativeStructure,compose(f),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert args[0] != null;,AssertionRelation.UNEXPECTED,
DerivativeStructure,compose(f),ConditionKind.THROWS,DimensionMismatchException,ConditionKind.THROWS,DimensionMismatchException,assert args[0].length != receiverObjectID.getOrder() + 1;,assert args[0].length != receiverObjectID.getOrder() + 1;,AssertionRelation.IDENTICAL,
DerivativeStructure,compose(f),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID instanceof DerivativeStructure; ,AssertionRelation.UNEXPECTED,
DerivativeStructure,pow(a x),ConditionKind.PARAM,a,ConditionKind.PARAM,a,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
DerivativeStructure,pow(a x),ConditionKind.PARAM,x,ConditionKind.PARAM,x,,assert receiverObjectID != null;,AssertionRelation.UNEXPECTED,
DerivativeStructure,pow(a x),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == receiverObjectID.pow(args[0]);,AssertionRelation.UNEXPECTED,
DerivativeStructure,pow(e),ConditionKind.THROWS,DimensionMismatchException,ConditionKind.THROWS,DimensionMismatchException,,assert args[0].getOrder() != args[0].getValue().getFreeParameters();,AssertionRelation.UNEXPECTED,
DerivativeStructure,log10(),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID instanceof DerivativeStructure; ,AssertionRelation.UNEXPECTED,
DerivativeStructure,atan2(y x),ConditionKind.PARAM,y,ConditionKind.PARAM,y,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
DerivativeStructure,atan2(y x),ConditionKind.PARAM,x,ConditionKind.PARAM,x,,assert (args[1] == null) == false;,AssertionRelation.UNEXPECTED,
DerivativeStructure,atan2(y x),ConditionKind.THROWS,DimensionMismatchException,ConditionKind.THROWS,DimensionMismatchException,,assert args[0].getOrder() != args[1].getOrder();,AssertionRelation.UNEXPECTED,
DerivativeStructure,atan2(y x),ConditionKind.RETURN,,ConditionKind.RETURN,,,"assert methodResultID == receiverObjectID.atan2(args[0], args[1]);",AssertionRelation.UNEXPECTED,
DerivativeStructure,taylor(delta),ConditionKind.PARAM,delta,ConditionKind.PARAM,delta,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
DerivativeStructure,taylor(delta),ConditionKind.THROWS,MathArithmeticException,ConditionKind.THROWS,MathArithmeticException,,assert args[0] > 0;,AssertionRelation.UNEXPECTED,
DerivativeStructure,taylor(delta),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == receiverObjectID.taylor(args[0]);,AssertionRelation.UNEXPECTED,
DerivativeStructure,linearCombination(a b),ConditionKind.THROWS,DimensionMismatchException,ConditionKind.THROWS,DimensionMismatchException,,assert args[0].length != args[1].length || (args[0].length == 2 && args[1].length == 2);,AssertionRelation.UNEXPECTED,
DerivativeStructure,linearCombination(a b),ConditionKind.THROWS,DimensionMismatchException,ConditionKind.THROWS,DimensionMismatchException,,assert args[0].length != args[1][0].getOrder() || args[0].length != 4;,AssertionRelation.UNEXPECTED,
DerivativeStructure,linearCombination(a1 b1 a2 b2),ConditionKind.THROWS,DimensionMismatchException,ConditionKind.THROWS,DimensionMismatchException,,assert args[0].getOrder() != args[1].getOrder() || args[2].getOrder() != args[3].getOrder();,AssertionRelation.UNEXPECTED,
DerivativeStructure,linearCombination(a1 b1 a2 b2),ConditionKind.THROWS,DimensionMismatchException,ConditionKind.THROWS,DimensionMismatchException,,assert args.length % 2 != 0;,AssertionRelation.UNEXPECTED,
DerivativeStructure,linearCombination(a1 b1 a2 b2 a3 b3),ConditionKind.THROWS,DimensionMismatchException,ConditionKind.THROWS,DimensionMismatchException,,assert args.length % 2 != 0;,AssertionRelation.UNEXPECTED,
DerivativeStructure,linearCombination(a1 b1 a2 b2 a3 b3),ConditionKind.THROWS,DimensionMismatchException,ConditionKind.THROWS,DimensionMismatchException,,assert args.length % 2 != 0;,AssertionRelation.UNEXPECTED,
DerivativeStructure,linearCombination(a1 b1 a2 b2 a3 b3 a4 b4),ConditionKind.THROWS,DimensionMismatchException,ConditionKind.THROWS,DimensionMismatchException,,assert args.length % 2 != 0;,AssertionRelation.UNEXPECTED,
DerivativeStructure,linearCombination(a1 b1 a2 b2 a3 b3 a4 b4),ConditionKind.THROWS,DimensionMismatchException,ConditionKind.THROWS,DimensionMismatchException,,assert args.length % 2 != 0;,AssertionRelation.UNEXPECTED,
DerivativeStructure,equals(other),ConditionKind.PARAM,other,ConditionKind.PARAM,other,,assert args[0] != null;,AssertionRelation.UNEXPECTED,
DerivativeStructure,equals(other),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == receiverObjectID.getOrder() == args[0].getOrder() && receiverObjectID.getPartialDerivative(receiverObjectID.getOrder()).equals(args[0].getPartialDerivative(args[0].getOrder()));,AssertionRelation.UNEXPECTED,
DerivativeStructure,hashCode(),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == receiverObjectID.hashCode();,AssertionRelation.UNEXPECTED,
