class,method,kind_exp,name_exp,kind_gen,name_gen,expected,generated,relation,reason
FunctionUtils,multiply(f),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,multiply(f),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == receiverObjectID.multiply(args[0]);,AssertionRelation.UNEXPECTED,
FunctionUtils,multiply(f),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,multiply(f),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == receiverObjectID.multiply(args[0]);,AssertionRelation.UNEXPECTED,
FunctionUtils,multiply(f),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,multiply(f),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == receiverObjectID.multiply(args[0]);,AssertionRelation.UNEXPECTED,
FunctionUtils,combine(combiner f g),ConditionKind.PARAM,combiner,ConditionKind.PARAM,combiner,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,combine(combiner f g),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[1] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,combine(combiner f g),ConditionKind.PARAM,g,ConditionKind.PARAM,g,,assert (args[2] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,combine(combiner f g),ConditionKind.RETURN,,ConditionKind.RETURN,,,"assert methodResultID == receiverObjectID.compose(args[0], args[1]);",AssertionRelation.UNEXPECTED,
FunctionUtils,collector(combiner f initialValue),ConditionKind.PARAM,combiner,ConditionKind.PARAM,combiner,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,collector(combiner f initialValue),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[1] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,collector(combiner f initialValue),ConditionKind.PARAM,initialValue,ConditionKind.PARAM,initialValue,,assert (args[2] == 0.0) || !Double.isNaN(args[2]);,AssertionRelation.UNEXPECTED,
FunctionUtils,collector(combiner f initialValue),ConditionKind.RETURN,,ConditionKind.RETURN,,,"assert methodResultID == collector(args[0], args[1], args[2]);",AssertionRelation.UNEXPECTED,
FunctionUtils,collector(combiner initialValue),ConditionKind.PARAM,combiner,ConditionKind.PARAM,combiner,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,collector(combiner initialValue),ConditionKind.PARAM,initialValue,ConditionKind.PARAM,initialValue,,assert (args[1] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,collector(combiner initialValue),ConditionKind.RETURN,,ConditionKind.RETURN,,,"assert methodResultID == receiverObjectID.collector(args[0], args[1]);",AssertionRelation.UNEXPECTED,
FunctionUtils,fix1stArgument(f fixed),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,fix1stArgument(f fixed),ConditionKind.PARAM,fixed,ConditionKind.PARAM,fixed,,assert (args[1] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,fix1stArgument(f fixed),ConditionKind.RETURN,,ConditionKind.RETURN,,,"assert methodResultID == receiverObjectID.toUnivariateDifferential(args[0], args[1]);",AssertionRelation.UNEXPECTED,
FunctionUtils,fix2ndArgument(f fixed),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,fix2ndArgument(f fixed),ConditionKind.PARAM,fixed,ConditionKind.PARAM,fixed,,assert (args[1] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,fix2ndArgument(f fixed),ConditionKind.RETURN,,ConditionKind.RETURN,,,"assert methodResultID == receiverObjectID.toUnivariateFunction(args[0], args[1]);",AssertionRelation.UNEXPECTED,
FunctionUtils,sample(f min max n),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert max > f;,AssertionRelation.UNEXPECTED,
FunctionUtils,sample(f min max n),ConditionKind.PARAM,min,ConditionKind.PARAM,min,,assert min < max;,AssertionRelation.UNEXPECTED,
FunctionUtils,sample(f min max n),ConditionKind.PARAM,max,ConditionKind.PARAM,max,,assert true;,AssertionRelation.UNEXPECTED,
FunctionUtils,sample(f min max n),ConditionKind.PARAM,n,ConditionKind.PARAM,n,,assert n > 0;,AssertionRelation.UNEXPECTED,
FunctionUtils,sample(f min max n),ConditionKind.THROWS,NumberIsTooLargeException,ConditionKind.THROWS,NumberIsTooLargeException,assert args[1]<=args[2];,,AssertionRelation.MISSING,
FunctionUtils,sample(f min max n),ConditionKind.THROWS,NotStrictlyPositiveException,ConditionKind.THROWS,NotStrictlyPositiveException,assert args[3]<0;,,AssertionRelation.MISSING,
FunctionUtils,sample(f min max n),ConditionKind.RETURN,,ConditionKind.RETURN,,,"assert result == args[3].sample(args[2], args[1], args[0]);",AssertionRelation.UNEXPECTED,
FunctionUtils,toDifferentiableUnivariateFunction(f),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,toDifferentiableUnivariateFunction(f),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == toDifferentiableUnivariateFunction(args[0]);,AssertionRelation.UNEXPECTED,
FunctionUtils,toUnivariateDifferential(f),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,toUnivariateDifferential(f),ConditionKind.RETURN,,ConditionKind.RETURN,,,"assert methodResultID == toUnivariateDifferential(receiverObjectID, args[0]);",AssertionRelation.UNEXPECTED,
FunctionUtils,toDifferentiableMultivariateFunction(f),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,toDifferentiableMultivariateFunction(f),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == toDifferentiableMultivariateFunction(args[0]);,AssertionRelation.UNEXPECTED,
FunctionUtils,toMultivariateDifferentiableFunction(f),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,toMultivariateDifferentiableFunction(f),ConditionKind.RETURN,,ConditionKind.RETURN,,,,AssertionRelation.EMPTY,
FunctionUtils,toDifferentiableMultivariateVectorFunction(f),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,toDifferentiableMultivariateVectorFunction(f),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == toDifferentiableMultivariateVectorFunction(args[0]);,AssertionRelation.UNEXPECTED,
FunctionUtils,toMultivariateDifferentiableVectorFunction(f),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,toMultivariateDifferentiableVectorFunction(f),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == receiverObjectID.toMultivariateDifferentiableVectorFunction(args[0]);,AssertionRelation.UNEXPECTED,
