class,method,kind_exp,name_exp,kind_gen,name_gen,expected,generated,relation,reason
CollectionUtils,collate(a b),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? result.containsAll(args[0]) && result.containsAll(args[1]);,assert !methodResultID.isEmpty();,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
FluentIterable,empty(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? methodResultID.isEmpty()==true;,assert methodResultID == true;,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
FluentIterable,of(singleton),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? methodResultID.contains(args[0])==true;,assert methodResultID instanceof java.util.FluentIterable;,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
QueueUtils,emptyQueue(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID.equals(receiverObjectID.EMPTY_QUEUE);,assert methodResultID == receiverObjectID.isEmpty();,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
CollectionBag,add(object),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? methodResultID==true;,assert methodResultID;,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
CollectionBag,add(object count),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? methodResultID==true;,assert methodResultID;,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
FixedOrderComparator,getUnknownObjectBehavior(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? methodResultID.equals(org.apache.commons.collections4.comparators.FixedOrderComparator.UnknownObjectBehavior);,assert methodResultID == None.getUnknownObjectBehavior();,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
AllPredicate,allPredicate(predicates),ConditionKind.THROWS,NullPointerException,ConditionKind.THROWS,NullPointerException,assert args[0].stream().anyMatch(e -> e==null);,assert !args[0].isEmpty() && !receiverObjectID.allPredicate(args[0]).evaluate(null);,AssertionRelation.UNSUPPORTED,Value cannot be converted into a Z3 Boolean value
SimpsonIntegrator,SimpsonIntegrator(relativeAccuracy absoluteAccuracy minimalIterationCount maximalIterationCount),ConditionKind.PARAM,maximalIterationCount,ConditionKind.PARAM,maximalIterationCount,assert args[3]<=receiverObjectID.SIMPSON_MAX_ITERATIONS_COUNT;,assert ((args[3] <= args[2]) || (args[3] > SimpsonIntegrator.SIMPSON_MAX_ITERATIONS_COUNT)) == false;,AssertionRelation.UNSUPPORTED,"Expected Type.INT, got Type.REF"
BinaryMutation,mutate(original),ConditionKind.THROWS,MathIllegalArgumentException,ConditionKind.THROWS,MathIllegalArgumentException,assert (args[0] instanceof BinaryChromosome) == false;,assert !args[0] instanceof BinaryChromosome;,AssertionRelation.UNSUPPORTED,"InstanceOf(expr=Var(name='args[0]'), type_name='BinaryChromosome')"
Vector,normalize(),ConditionKind.THROWS,MathArithmeticException,ConditionKind.THROWS,MathArithmeticException,assert receiverObjectID.getNorm()==0;,assert args[0] == 0;,AssertionRelation.UNSUPPORTED,Equality requires operands of same type
Interval,checkPoint(point tolerance),ConditionKind.RETURN,,ConditionKind.RETURN,,assert methodResultID.equals(Location.INSIDE) || methodResultID.equals(Location.OUTSIDE) || methodResultID.equals(Location.BOUNDARY);,assert methodResultID == (args[0] <= receiverObjectID.getInf() && args[0] >= receiverObjectID.getLower()) || methodResultID == Location.BOUNDARY;,AssertionRelation.UNSUPPORTED,Variable 'methodResultID' used as both Type.REF and Type.BOOL
Region,checkPoint(point),ConditionKind.RETURN,,ConditionKind.RETURN,,assert methodResultID.equals(Location.INSIDE) || methodResultID.equals(Location.OUTSIDE) || methodResultID.equals(Location.BOUNDARY);,assert methodResultID == receiverObjectID.checkPoint(args[0]);,AssertionRelation.UNSUPPORTED,Variable 'methodResultID' used as both Type.REF and Type.INT
Region,side(hyperplane),ConditionKind.RETURN,,ConditionKind.RETURN,,assert methodResultID.equals(Side.PLUS) || methodResultID.equals(Side.MINUS) || methodResultID.equals(Side.BOTH) || methodResultID.equals(Side.HYPER);,assert methodResultID == (args[0] == Side.PLUS || args[0] == Side.MINUS || args[0] == Side.BOTH || receiverObjectID.getTree(true).size() == 1);,AssertionRelation.UNSUPPORTED,Variable 'methodResultID' used as both Type.REF and Type.BOOL
RealVector,unitize(),ConditionKind.THROWS,MathArithmeticException,ConditionKind.THROWS,MathArithmeticException,assert receiverObjectID.getNorm()==0;,assert args[0] == 0;,AssertionRelation.UNSUPPORTED,Equality requires operands of same type
EmbeddedRungeKuttaFieldIntegrator,org.apache.commons.math3.ode.nonstiff.EmbeddedRungeKuttaFieldIntegrator(field name fsal minStep maxStep vecAbsoluteTolerance vecRelativeTolerance),ConditionKind.PARAM,minStep,ConditionKind.PARAM,minStep,assert args[3]>0;,assert receiverObjectID.getMinStep() == args[3];,AssertionRelation.UNSUPPORTED,Variable 'args[3]' used as both Type.INT and Type.REF
EmbeddedRungeKuttaFieldIntegrator,org.apache.commons.math3.ode.nonstiff.EmbeddedRungeKuttaFieldIntegrator(field name fsal minStep maxStep vecAbsoluteTolerance vecRelativeTolerance),ConditionKind.PARAM,maxStep,ConditionKind.PARAM,maxStep,assert args[4]>0;,assert receiverObjectID.getMaxStep() == args[4];,AssertionRelation.UNSUPPORTED,Variable 'args[4]' used as both Type.INT and Type.REF
Primes,isPrime(n),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[0]<2 ? methodResultID==false;,assert methodResultID == (args[0] >= 2);,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
Primes,nextPrime(n),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?methodResultID>=args[0];,assert methodResultID >= args[0] && receiverObjectID.isPrime(methodResultID);,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
Sum,evaluate(values begin length),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[2]==0 ? methodResultID==0;,"assert methodResultID == (args[2] == 0 ? 0 : java.lang.Double.stream(Arrays.copyOfRange(args[0], args[1], Math.min(args[1] + args[2], args[0].length))).sum());",AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
Sum,evaluate(values weights begin length),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[3]==0 ? methodResultID==0;,"assert result == (args[2] >= 0 && args[3] > 0 ? java.lang.Double.sum(args[0].subArray(0, args[3]).doubleValue()) : 0.0);",AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
ArithmeticUtils,addAndCheck(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? methodResultID==args[0]+args[1];,assert methodResultID == (args[0] + args[1]);,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
ArithmeticUtils,addAndCheck(a b),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? methodResultID==args[0]+args[1];,assert methodResultID == (args[0] + args[1]);,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
ArithmeticUtils,mulAndCheck(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? methodResultID==args[0]*args[1];,"assert methodResultID == receiverObjectID.mulAndCheck(args[0], args[1]);",AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
ArithmeticUtils,mulAndCheck(a b),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? methodResultID==args[0]*args[1];,"assert methodResultID == receiverObjectID.mulAndCheck(args[0], args[1]);",AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
ArithmeticUtils,subAndCheck(x y),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? methodResultID==args[0]-args[1];,assert methodResultID >= args[0] - args[1];,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
ArithmeticUtils,subAndCheck(a b),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? methodResultID==args[0]-args[1];,"assert methodResultID == receiverObjectID.addAndCheck(args[0], args[1]);",AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
ArithmeticUtils,pow(k e),ConditionKind.PARAM,e,ConditionKind.PARAM,e,assert args[1]>0||args[1]==0;,assert (args[1] >= 0) && !((args[1]) == null);,AssertionRelation.UNSUPPORTED,Variable 'args[1]' used as both Type.INT and Type.REF
FastMath,min(a b),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[0]<=args[1] ? methodResultID==args[0] : methodResultID==args[1];,assert methodResultID <= args[0] ? args[0] : args[1];,AssertionRelation.UNSUPPORTED,Value cannot be converted into a Z3 Boolean value
FastMath,min(a b),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[0]<=args[1] ? methodResultID==args[0] : methodResultID==args[1];,assert methodResultID <= args[0] ? args[0] : args[1];,AssertionRelation.UNSUPPORTED,sort mismatch
FastMath,min(a b),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[0]<=args[1] ? methodResultID==args[0] : methodResultID==args[1];,assert methodResultID <= args[0] ? args[0] : args[1];,AssertionRelation.UNSUPPORTED,sort mismatch
FastMath,min(a b),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[0]<=args[1] ? methodResultID==args[0] : methodResultID==args[1];,assert methodResultID <= args[0] ? args[0] : args[1];,AssertionRelation.UNSUPPORTED,sort mismatch
FastMath,max(a b),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[0]<=args[1] ? methodResultID==args[1] : methodResultID==args[0];,assert methodResultID == (args[0] <= args[1]) ? args[1] : args[0];,AssertionRelation.UNSUPPORTED,Variable 'methodResultID' used as both Type.INT and Type.BOOL
FastMath,max(a b),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[0]<=args[1] ? methodResultID==args[1] : methodResultID==args[0];,assert methodResultID >= args[0] ? args[1] : args[0];,AssertionRelation.UNSUPPORTED,sort mismatch
FastMath,max(a b),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[0]<=args[1] ? methodResultID==args[1] : methodResultID==args[0];,assert methodResultID == (args[0] <= args[1]) ? args[1] : args[0];,AssertionRelation.UNSUPPORTED,sort mismatch
FastMath,max(a b),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[0]<=args[1] ? methodResultID==args[1] : methodResultID==args[0];,assert methodResultID <= args[0] ? args[1] : args[0];,AssertionRelation.UNSUPPORTED,sort mismatch
BuildingType,getType(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? methodResultID==receiverObjectID;,assert methodResultID == receiverObjectID;,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
Feature,appliesTo(turn),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[0]==null ? methodResultID == true : methodResultID==false;,assert methodResultID == (args[0] != null || !receiverObjectID.hasTimeLimit());,AssertionRelation.UNSUPPORTED,Variable 'methodResultID' used as both Type.REF and Type.BOOL
IndianNationType,isEuropean(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? methodResultID==false;,assert !methodResultID;,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
IndianNationType,isIndian(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? methodResultID==true;,assert methodResultID == true;,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
IndianNationType,isREF(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? methodResultID==false;,assert !methodResultID;,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
Player,getEuropeNameKey(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert receiverObjectID.getEurope()==null ? methodResultID==null;,assert methodResultID == (receiverObjectID != null);,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
Player,isDead(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert receiverObjectID.getDead()?methodResultID==true:methodResultID==false;,assert methodResultID == receiverObjectID.isDead();,AssertionRelation.UNSUPPORTED,"Expected Type.BOOL, got Type.REF"
Player,getDead(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert receiverObjectID.isDead()?methodResultID==true:methodResultID==false;,assert methodResultID == receiverObjectID.isDead();,AssertionRelation.UNSUPPORTED,Variable 'methodResultID' used as both Type.REF and Type.BOOL
Player,getEurope(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert (receiverObjectID.isEuropean())==false?methodResultID==null;,assert methodResultID == (receiverObjectID.isEuropean() || receiverObjectID.isIndependent());,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
Player,canMoveToEurope(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert receiverObjectID.getEurope() != null ? methodResultID==true;,assert methodResultID == receiverObjectID.isEuropean();,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
Player,hasExplored(tile),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[0].isExplored() ? methodResultID==true:methodResultID==false;,assert methodResultID == receiverObjectID.hasExplored(args[0]);,AssertionRelation.UNSUPPORTED,Variable 'methodResultID' used as both Type.REF and Type.BOOL
Player,owns(ownable),ConditionKind.RETURN,,ConditionKind.RETURN,,assert receiverObjectID.equals(args[0].getOwner()) ? methodResultID==true : methodResultID==false;,assert methodResultID == receiverObjectID.isPotentialEnemy(args[0]);,AssertionRelation.UNSUPPORTED,Variable 'methodResultID' used as both Type.REF and Type.BOOL
UnitLocation,getUnitCapacity(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? methodResultID==Integer.MAX_VALUE;,assert methodResultID == Integer.MAX_VALUE;,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
Unit,isCarrier(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert (receiverObjectID.canCarryGoods() || receiverObjectID.canCarryUnits()) ? methodResultID==true:methodResultID==false;,assert methodResultID == receiverObjectID.canCarryGoods();,AssertionRelation.UNSUPPORTED,b'Sort mismatch at argument #1 for function (declare-fun or (Bool Bool) Bool) supplied sort is Ref'
Unit,getCarrier(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert !receiverObjectID.isOnCarrier() ? methodResultID==null;,assert methodResultID == receiverObjectID.getCarrier() != null;,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
Unit,hasTile(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert receiverObjectID.getTile()!=null ? methodResultID==true;,assert methodResultID == receiverObjectID.isOnTile();,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
Unit,hasHighSeasMove(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert receiverObjectID.canMoveToHighSeas() ? methodResultID==true:methodResultID==false;,assert methodResultID == (args[0]);,AssertionRelation.UNSUPPORTED,"Expected Type.BOOL, got Type.REF"
Unit,isInDanger(range threat),ConditionKind.RETURN,,ConditionKind.RETURN,,"assert receiverObjectID.searchForDanger(args[0], args[1])!=null ? methodResultID==true;",assert methodResultID == (args[0] > 0 && args[1] >= 0);,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
Unit,hasSpaceLeft(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert receiverObjectID.getSpaceLeft() > 0 ? methodResultID == true : methodResultID == false;,assert methodResultID;,AssertionRelation.UNSUPPORTED,"Expected Type.INT, got Type.REF"
Unit,hasGoodsCargo(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert receiverObjectID.getGoodsSpaceTaken() > 0 ? methodResultID == true : methodResultID == false;,assert methodResultID == receiverObjectID.canCarryGoods();,AssertionRelation.UNSUPPORTED,"Expected Type.INT, got Type.REF"
Unit,hasCargo(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert receiverObjectID.getCargoSpaceTaken() > 0 ? methodResultID == true : methodResultID == false;,assert methodResultID == receiverObjectID.canCarryGoods();,AssertionRelation.UNSUPPORTED,"Expected Type.INT, got Type.REF"
Path,contains(node),ConditionKind.RETURN,,ConditionKind.RETURN,,assert receiverObjectID.getNodePath().contains(args[0]) ? methodResultID==true;,assert methodResultID == receiverObjectID.contains(args[0]);,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
Path,contains(edge),ConditionKind.RETURN,,ConditionKind.RETURN,,assert receiverObjectID.getEdgePath().contains(args[0]) ? methodResultID==true;,assert methodResultID == receiverObjectID.contains(args[0]);,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
MultiGraph,MultiGraph(id strictChecking autoCreate initialNodeCapacity initialEdgeCapacity),ConditionKind.PARAM,autoCreate,ConditionKind.PARAM,autoCreate,assert args[1]==false;,assert !((Boolean)args[2]).booleanValue();,AssertionRelation.UNSUPPORTED,Value cannot be converted into a Z3 Boolean value
GraphicElement,getStyle(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? methodResultID.equals(receiverObjectID.style);,assert methodResultID == receiverObjectID.getStyle();,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
GraphMetrics,getDiagonal(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? methodResultID == receiverObjectID.diagonal;,assert methodResultID == receiverObjectID.getDiagonal();,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
GraphMetrics,getSize(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? methodResultID.equals(receiverObjectID.size);,assert methodResultID instanceof Vector3;,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
Environment,getGlobalEnvironment(),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? methodResultID==receiverObjectID.GLOBAL_ENV;,assert methodResultID == receiverObjectID.getGlobalEnvironment();,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
Environment,getParameter(parameter),ConditionKind.RETURN,,ConditionKind.RETURN,,"assert !receiverObjectID.hasParameter(args[0]) ? methodResultID.equals("""");","assert methodResultID.equals(args[0] == null ? """" : args[0]);",AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
Environment,lockEnvironment(on),ConditionKind.PARAM,on,ConditionKind.PARAM,on,assert receiverObjectID.isLocked();,assert args[0];,AssertionRelation.UNSUPPORTED,Value cannot be converted into a Z3 Boolean value
FixedArrayList,add(element),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true? methodResultID==true;,assert methodResultID;,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
CharMatcher,indexIn(sequence start),ConditionKind.PARAM,start,ConditionKind.PARAM,start,assert (args[0]<0) == false && args[1]!=null && (args[0]>args[1].length()) == false;,assert 0 <= args[1] && args[1] <= ((CharSequence)args[0]).length();,AssertionRelation.UNSUPPORTED,Variable 'args[1]' used as both Type.REF and Type.INT
Converter,doForward(a),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true?(methodResultID==null)==false;,assert methodResultID != null;,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
Converter,doBackward(b),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? (methodResultID==null)==false;,assert methodResultID != null;,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
Converter,convert(a),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[0]==null ? methodResultID==null : methodResultID!=null;,assert methodResultID == (args[0] == null);,AssertionRelation.UNSUPPORTED,Variable 'methodResultID' used as both Type.REF and Type.BOOL
MoreObjects,firstNonNull(first second),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[0] != null ? methodResultID == args[0] ; args[0] == null && args[1] != null ? methodResultID == args[1];,assert methodResultID == (args[0] != null ? args[0] : args[1]);,AssertionRelation.UNSUPPORTED,"Error during parsing: Expected :, got args[0]"
Strings,nullToEmpty(string),ConditionKind.RETURN,,ConditionKind.RETURN,,"assert args[0]!=null ? methodResultID.equals(args[0]) : methodResultID.equals("""") ;","assert methodResultID == (args[0] != null ? args[0] : """" );",AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected token: )
Strings,emptyToNull(string),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[0]==null || args[0].isEmpty() ? methodResultID==null : methodResultID.equals(args[0]);,assert methodResultID == (args[0] != null && !args[0].isEmpty());,AssertionRelation.UNSUPPORTED,Variable 'methodResultID' used as both Type.REF and Type.BOOL
Strings,isNullOrEmpty(string),ConditionKind.RETURN,,ConditionKind.RETURN,,assert args[0]==null || args[0].isEmpty() ? methodResultID==true;,assert methodResultID == (args[0] == null || args[0].isEmpty());,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
Strings,repeat(string count),ConditionKind.RETURN,,ConditionKind.RETURN,,"assert args[1]==0 ? methodResultID.equals("""");","assert methodResultID.equals(receiverObjectID.repeat(args[0], args[1]).toString());",AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
Verify,verifyNotNull(reference),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? methodResultID!=null;,assert methodResultID != null;,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
Verify,verifyNotNull(reference errorMessageTemplate errorMessageArgs),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? methodResultID!=null;,assert !methodResultID.equals(null);,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
CacheLoader,load(key),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? (methodResultID==null)==false;,assert methodResultID != null;,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
CacheLoader,reload(key oldValue),ConditionKind.RETURN,,ConditionKind.RETURN,,assert true ? (methodResultID==null)==false;,assert methodResultID != null;,AssertionRelation.UNSUPPORTED,Error during parsing: Unexpected end
Graph,addVertex(v),ConditionKind.RETURN,,ConditionKind.RETURN,,assert (receiverObjectID.containsVertex(args[0]))==false ? methodResultID==true:methodResultID==false;,assert methodResultID == !receiverObjectID.containsVertex(args[0]);,AssertionRelation.UNSUPPORTED,Variable 'methodResultID' used as both Type.REF and Type.BOOL
Graph,removeEdge(e),ConditionKind.RETURN,,ConditionKind.RETURN,,assert receiverObjectID.containsEdge(args[0]) ? methodResultID==true : methodResultID==false;,assert methodResultID == receiverObjectID.containsEdge(args[0]);,AssertionRelation.UNSUPPORTED,Variable 'methodResultID' used as both Type.REF and Type.BOOL
Graph,removeVertex(v),ConditionKind.RETURN,,ConditionKind.RETURN,,assert receiverObjectID.containsVertex(args[0]) ? methodResultID==true : methodResultID==false;,assert methodResultID == receiverObjectID.containsVertex(args[0]);,AssertionRelation.UNSUPPORTED,Variable 'methodResultID' used as both Type.REF and Type.BOOL
Graphs,addEdgeWithVertices(targetGraph sourceGraph edge),ConditionKind.RETURN,,ConditionKind.RETURN,,assert (args[0]==null)==false && (args[0].containsEdge(args[2]))==false?methodResultID==true:methodResultID==false;,"assert methodResultID == !args[0].addEdgeWithVertices(args[1], args[2]);",AssertionRelation.UNSUPPORTED,Variable 'methodResultID' used as both Type.REF and Type.BOOL
