"class","method","kind_exp","name_exp","kind_gen","name_gen","expected","generated","relation","reason"
"Fraction","multiply(i)","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID.equals(receiverObjectID.multiply(args[0]));","AssertionRelation.UNEXPECTED",""
"Fraction","divide(fraction)","ConditionKind.PARAM","fraction","ConditionKind.PARAM","fraction","assert (args[0]==null) == false;","assert (args[0]==null) == false;","AssertionRelation.IDENTICAL",""
"Fraction","divide(fraction)","ConditionKind.THROWS","IllegalArgumentException","ConditionKind.THROWS","IllegalArgumentException","assert args[0]==null;","assert args[0]==null;","AssertionRelation.IDENTICAL",""
"Fraction","divide(fraction)","ConditionKind.THROWS","MathArithmeticException","ConditionKind.THROWS","MathArithmeticException","assert args[0]==(org.apache.commons.math3.fraction.Fraction.ZERO);","assert !receiverObjectID.equalsZero(args[0]);","AssertionRelation.UNSUPPORTED","Error during parsing: Unexpected end"
"Fraction","divide(fraction)","ConditionKind.THROWS","MathArithmeticException","ConditionKind.THROWS","MathArithmeticException","","assert Math.abs(receiverObjectID.getNumerator() * args[0].getDenominator()) > Integer.MAX_VALUE || Math.abs(receiverObjectID.getDenominator() * args[0].getNumerator()) > Integer.MAX_VALUE;","AssertionRelation.UNEXPECTED",""
"Fraction","divide(fraction)","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID != null;","AssertionRelation.UNEXPECTED",""
"Fraction","divide(i)","ConditionKind.PARAM","i","ConditionKind.PARAM","i","","assert args[0] != 0;","AssertionRelation.UNEXPECTED",""
"Fraction","divide(i)","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID.equals(receiverObjectID.divide(i));","AssertionRelation.UNEXPECTED",""
"Fraction","percentageValue()","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID == (receiverObjectID.getNumerator() / receiverObjectID.getDenominator()) * 100;","AssertionRelation.UNEXPECTED",""
"Fraction","getReducedFraction(numerator denominator)","ConditionKind.PARAM","numerator","ConditionKind.PARAM","numerator","","assert args[0] != 0;","AssertionRelation.UNEXPECTED",""
"Fraction","getReducedFraction(numerator denominator)","ConditionKind.PARAM","denominator","ConditionKind.PARAM","denominator","","assert args[1] != 0;","AssertionRelation.UNEXPECTED",""
"Fraction","getReducedFraction(numerator denominator)","ConditionKind.THROWS","MathArithmeticException","ConditionKind.THROWS","MathArithmeticException","assert args[1]==0;","assert args[1] == 0;","AssertionRelation.IDENTICAL",""
"Fraction","getReducedFraction(numerator denominator)","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID.getNumerator() == args[0] && methodResultID.getDenominator() == args[1];","AssertionRelation.UNEXPECTED",""
"Fraction","toString()","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID != null && !methodResultID.isEmpty();","AssertionRelation.UNEXPECTED",""
