class,method,kind_exp,name_exp,kind_gen,name_gen,expected,generated,relation,reason
FunctionUtils,multiply(f),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,multiply(f),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == receiverObjectID.toMultivariateDifferentiableFunction(args[0]);,AssertionRelation.UNEXPECTED,
FunctionUtils,multiply(f),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,multiply(f),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == !args[0].isEmpty();,AssertionRelation.UNEXPECTED,
FunctionUtils,multiply(f),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,multiply(f),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == !args[0].isEmpty();,AssertionRelation.UNEXPECTED,
FunctionUtils,combine(combiner f g),ConditionKind.PARAM,combiner,ConditionKind.PARAM,combiner,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,combine(combiner f g),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[1] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,combine(combiner f g),ConditionKind.PARAM,g,ConditionKind.PARAM,g,,assert (args[2] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,combine(combiner f g),ConditionKind.RETURN,,ConditionKind.RETURN,,,"assert methodResultID == receiverObjectID.compose(args[0], args[1]);",AssertionRelation.UNEXPECTED,
FunctionUtils,collector(combiner f initialValue),ConditionKind.PARAM,combiner,ConditionKind.PARAM,combiner,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,collector(combiner f initialValue),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[1] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,collector(combiner f initialValue),ConditionKind.PARAM,initialValue,ConditionKind.PARAM,initialValue,,assert (args[2] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,collector(combiner f initialValue),ConditionKind.RETURN,,ConditionKind.RETURN,,,"assert methodResultID == receiverObjectID.collector(args[0], args[1], args[2]);",AssertionRelation.UNEXPECTED,
FunctionUtils,collector(combiner initialValue),ConditionKind.PARAM,combiner,ConditionKind.PARAM,combiner,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,collector(combiner initialValue),ConditionKind.PARAM,initialValue,ConditionKind.PARAM,initialValue,,assert (args[1] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,collector(combiner initialValue),ConditionKind.RETURN,,ConditionKind.RETURN,,,"assert methodResultID == receiverObjectID.toMultivariateFunction(args[0], args[1]);",AssertionRelation.UNEXPECTED,
FunctionUtils,fix1stArgument(f fixed),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,fix1stArgument(f fixed),ConditionKind.PARAM,fixed,ConditionKind.PARAM,fixed,,assert (args[1] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,fix1stArgument(f fixed),ConditionKind.RETURN,,ConditionKind.RETURN,,,"assert methodResultID == receiverObjectID.toUnivariateDifferential(args[0], args[1]);",AssertionRelation.UNEXPECTED,
FunctionUtils,fix2ndArgument(f fixed),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,fix2ndArgument(f fixed),ConditionKind.PARAM,fixed,ConditionKind.PARAM,fixed,,assert (args[1] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,fix2ndArgument(f fixed),ConditionKind.RETURN,,ConditionKind.RETURN,,,"assert methodResultID == receiverObjectID.toUnivariateDifferential(args[0], args[1]);",AssertionRelation.UNEXPECTED,
FunctionUtils,sample(f min max n),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,sample(f min max n),ConditionKind.PARAM,min,ConditionKind.PARAM,min,,assert (args[1] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,sample(f min max n),ConditionKind.PARAM,max,ConditionKind.PARAM,max,,assert (args[2] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,sample(f min max n),ConditionKind.PARAM,n,ConditionKind.PARAM,n,,assert (args[3] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,sample(f min max n),ConditionKind.THROWS,NumberIsTooLargeException,ConditionKind.THROWS,NumberIsTooLargeException,assert args[1]<=args[2];,,AssertionRelation.MISSING,
FunctionUtils,sample(f min max n),ConditionKind.THROWS,NotStrictlyPositiveException,ConditionKind.THROWS,NotStrictlyPositiveException,assert args[3]<0;,,AssertionRelation.MISSING,
FunctionUtils,sample(f min max n),ConditionKind.RETURN,,ConditionKind.RETURN,,,"assert (args[2] > 0 && args[3] >= args[4]) || (sample(args[0], args[1], args[2]) != null);",AssertionRelation.UNEXPECTED,
FunctionUtils,toDifferentiableUnivariateFunction(f),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,toDifferentiableUnivariateFunction(f),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == receiverObjectID.toDifferentiableUnivariateFunction(args[0]);,AssertionRelation.UNEXPECTED,
FunctionUtils,toUnivariateDifferential(f),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,toUnivariateDifferential(f),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == !f instanceof UnivariateDifferentiableFunction;,AssertionRelation.UNEXPECTED,
FunctionUtils,toDifferentiableMultivariateFunction(f),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,toDifferentiableMultivariateFunction(f),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == receiverObjectID.toDifferentiableMultivariateFunction(args[0]);,AssertionRelation.UNEXPECTED,
FunctionUtils,toMultivariateDifferentiableFunction(f),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,toMultivariateDifferentiableFunction(f),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == !((receiverObjectID).toUnivariateDifferential(args[0]) != null);,AssertionRelation.UNEXPECTED,
FunctionUtils,toDifferentiableMultivariateVectorFunction(f),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,toDifferentiableMultivariateVectorFunction(f),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == receiverObjectID.toDifferentiableMultivariateVectorFunction(args[0]);,AssertionRelation.UNEXPECTED,
FunctionUtils,toMultivariateDifferentiableVectorFunction(f),ConditionKind.PARAM,f,ConditionKind.PARAM,f,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
FunctionUtils,toMultivariateDifferentiableVectorFunction(f),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == !receiverObjectID.toMultivariateDifferentiableVectorFunction(args[0]).isDefined();,AssertionRelation.UNEXPECTED,
