"class","method","kind_exp","name_exp","kind_gen","name_gen","expected","generated","relation","reason"
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3)","ConditionKind.PARAM","a2","ConditionKind.PARAM","a2","","assert !Double.isNaN(args[2]);","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3)","ConditionKind.PARAM","ds2","ConditionKind.PARAM","ds2","","assert args[3] != null;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3)","ConditionKind.PARAM","a3","ConditionKind.PARAM","a3","","assert !Double.isNaN(args[4]);","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3)","ConditionKind.PARAM","ds3","ConditionKind.PARAM","ds3","","assert args[5] != null;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","","assert args[1].getOrder() != args[3].getOrder() || args[1].getOrder() != args[5].getOrder();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3 a4 ds4)","ConditionKind.PARAM","a1","ConditionKind.PARAM","a1","","","AssertionRelation.EMPTY",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3 a4 ds4)","ConditionKind.PARAM","ds1","ConditionKind.PARAM","ds1","","","AssertionRelation.EMPTY",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3 a4 ds4)","ConditionKind.PARAM","a2","ConditionKind.PARAM","a2","","","AssertionRelation.EMPTY",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3 a4 ds4)","ConditionKind.PARAM","ds2","ConditionKind.PARAM","ds2","","","AssertionRelation.EMPTY",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3 a4 ds4)","ConditionKind.PARAM","a3","ConditionKind.PARAM","a3","","","AssertionRelation.EMPTY",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3 a4 ds4)","ConditionKind.PARAM","ds3","ConditionKind.PARAM","ds3","","","AssertionRelation.EMPTY",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3 a4 ds4)","ConditionKind.PARAM","a4","ConditionKind.PARAM","a4","","","AssertionRelation.EMPTY",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3 a4 ds4)","ConditionKind.PARAM","ds4","ConditionKind.PARAM","ds4","","","AssertionRelation.EMPTY",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3 a4 ds4)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","","assert args[1].getOrder() != args[3].getOrder() || args[1].getOrder() != args[5].getOrder() || args[1].getOrder() != args[7].getOrder();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(parameters order derivatives)","ConditionKind.PARAM","parameters","ConditionKind.PARAM","parameters","","assert args[0] >= 0;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(parameters order derivatives)","ConditionKind.PARAM","order","ConditionKind.PARAM","order","","assert args[1] >= 0;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(parameters order derivatives)","ConditionKind.PARAM","derivatives","ConditionKind.PARAM","derivatives","","assert args[2].length == compiler.getSize();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(parameters order derivatives)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","","assert args[2].length != receiverObjectID.getSize();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(parameters order derivatives)","ConditionKind.THROWS","NumberIsTooLargeException","ConditionKind.THROWS","NumberIsTooLargeException","","assert args[1] > Integer.MAX_VALUE;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","getFreeParameters()","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID >= 0;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","getOrder()","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID >= 0;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","createConstant(c)","ConditionKind.PARAM","c","ConditionKind.PARAM","c","","assert true;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","createConstant(c)","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID.getClass().getSimpleName().equals(""DerivativeStructure"") && methodResultID.getOrder() == receiverObjectID.getOrder();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","getValue()","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID == receiverObjectID.getValue();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","getPartialDerivative(orders)","ConditionKind.PARAM","orders","ConditionKind.PARAM","orders","","assert args[0] >= 0;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","getPartialDerivative(orders)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","","assert args[0].length != receiverObjectID.getOrder();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","getPartialDerivative(orders)","ConditionKind.THROWS","NumberIsTooLargeException","ConditionKind.THROWS","NumberIsTooLargeException","","assert java.util.Arrays.stream(args[0]).sum() > receiverObjectID.getOrder();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","getPartialDerivative(orders)","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID == receiverObjectID.getPartialDerivative(args[0]);","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","getAllDerivatives()","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID != null && methodResultID.length > 0;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","add(a)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","","assert args[0].getOrder() != receiverObjectID.getOrder() || args[0].getValue() != receiverObjectID.getValue();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","subtract(a)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","","assert args[0].getOrder() != receiverObjectID.getOrder() || args[0].getValue() != receiverObjectID.getValue();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","multiply(a)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","","assert args[0].getOrder() != receiverObjectID.getOrder() || args[0].getValue() != receiverObjectID.getValue();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","divide(a)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","","assert args[0].getOrder() != receiverObjectID.getOrder() || args[0].getValue() != receiverObjectID.getValue();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","remainder(a)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","","assert args[0].getOrder() != receiverObjectID.getOrder() || args[0].getValue() != receiverObjectID.getValue();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","getExponent()","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID == (int) (Math.log(receiverObjectID.getValue()) / Math.log(2));","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","hypot(y)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","","assert args[0].getOrder() != receiverObjectID.getOrder() || args[0].getValue() != receiverObjectID.getValue();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","hypot(x y)","ConditionKind.PARAM","x","ConditionKind.PARAM","x","","assert args[0] != null;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","hypot(x y)","ConditionKind.PARAM","y","ConditionKind.PARAM","y","","assert args[1] != null;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","hypot(x y)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","","assert args[0].getOrder() != args[1].getOrder();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","hypot(x y)","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID.equals(Math.hypot(args[0].getReal(), args[1].getReal()));","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","compose(f)","ConditionKind.PARAM","f","ConditionKind.PARAM","f","","assert args[0].length == receiverObjectID.getOrder() + 1;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","compose(f)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","assert args[0].length != receiverObjectID.getOrder() + 1;","assert args[0].length != receiverObjectID.getOrder() + 1;","AssertionRelation.IDENTICAL",""
"DerivativeStructure","compose(f)","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID.equals(receiverObjectID.compose(args[0]));","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","pow(a x)","ConditionKind.PARAM","a","ConditionKind.PARAM","a","","assert true;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","pow(a x)","ConditionKind.PARAM","x","ConditionKind.PARAM","x","","assert true;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","pow(a x)","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID.equals(receiverObjectID.pow(args[0]));","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","pow(e)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","","assert args[0].getOrder() != 1 || args[0].getValue() < 0;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","log10()","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID.equals(receiverObjectID.log10());","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","atan2(y x)","ConditionKind.PARAM","y","ConditionKind.PARAM","y","","assert args[0] != null;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","atan2(y x)","ConditionKind.PARAM","x","ConditionKind.PARAM","x","","assert args[1] != null;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","atan2(y x)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","","assert args[0].getOrder() != args[1].getOrder();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","atan2(y x)","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID.equals(receiverObjectID.atan2(args[0], args[1]));","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","taylor(delta)","ConditionKind.PARAM","delta","ConditionKind.PARAM","delta","","assert true;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","taylor(delta)","ConditionKind.THROWS","MathArithmeticException","ConditionKind.THROWS","MathArithmeticException","","assert Math.abs(args[0]) > 170;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","taylor(delta)","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert Math.abs(methodResultID - receiverObjectID.taylor(args[0])) < 1e-9;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","linearCombination(a b)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","","assert args[0].length != args[1].length || args[0][0].getOrder() != args[1][0].getOrder();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","linearCombination(a b)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","","assert args[0].length != args[1].length || args[0][0].getOrder() != args[1][0].getOrder();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","linearCombination(a1 b1 a2 b2)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","","assert args[0].getOrder() != args[1].getOrder() || args[2].getOrder() != args[3].getOrder();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","linearCombination(a1 b1 a2 b2)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","","assert args[1].getOrder() != args[3].getOrder() || args[0] < 0 || args[2] < 0;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","linearCombination(a1 b1 a2 b2 a3 b3)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","","assert args[0].getOrder() != args[1].getOrder() || args[2].getOrder() != args[3].getOrder() || args[4].getOrder() != args[5].getOrder();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","linearCombination(a1 b1 a2 b2 a3 b3)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","","assert args[1].getOrder() != args[3].getOrder() || args[1].getOrder() != args[5].getOrder();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","linearCombination(a1 b1 a2 b2 a3 b3 a4 b4)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","","assert args[0].getOrder() != args[1].getOrder() || args[2].getOrder() != args[3].getOrder() || args[4].getOrder() != args[5].getOrder() || args[6].getOrder() != args[7].getOrder();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","linearCombination(a1 b1 a2 b2 a3 b3 a4 b4)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","","assert args[1].getOrder() != args[3].getOrder() || args[1].getOrder() != args[5].getOrder() || args[1].getOrder() != args[7].getOrder();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","equals(other)","ConditionKind.PARAM","other","ConditionKind.PARAM","other","","assert (args[0] == null) == false;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","equals(other)","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID == (receiverObjectID.getOrder() == ((DerivativeStructure)args[0]).getOrder()) && receiverObjectID.getValue() == ((DerivativeStructure)args[0]).getValue();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","hashCode()","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID == receiverObjectID.hashCode();","AssertionRelation.UNEXPECTED",""
