"class","method","kind_exp","name_exp","kind_gen","name_gen","expected","generated","relation","reason"
"Fraction","multiply(fraction)","ConditionKind.THROWS","NullArgumentException","ConditionKind.THROWS","NullArgumentException","assert args[0]==null;","assert args[0] == null;","AssertionRelation.IDENTICAL",""
"Fraction","multiply(fraction)","ConditionKind.THROWS","MathArithmeticException","ConditionKind.THROWS","MathArithmeticException","","assert (receiverObjectID.getNumerator() * args[0].getNumerator()) > Integer.MAX_VALUE || (receiverObjectID.getDenominator() * args[0].getDenominator()) > Integer.MAX_VALUE;","AssertionRelation.UNEXPECTED",""
"Fraction","multiply(fraction)","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID.getNumerator() == receiverObjectID.getNumerator() * args[0].getNumerator() && methodResultID.getDenominator() == receiverObjectID.getDenominator() * args[0].getDenominator();","AssertionRelation.UNEXPECTED",""
"Fraction","multiply(i)","ConditionKind.PARAM","i","ConditionKind.PARAM","i","","assert true;","AssertionRelation.UNEXPECTED",""
"Fraction","multiply(i)","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID.equals(receiverObjectID.multiply(args[0]));","AssertionRelation.UNEXPECTED",""
"Fraction","divide(fraction)","ConditionKind.PARAM","fraction","ConditionKind.PARAM","fraction","assert (args[0]==null) == false;","assert (args[0] == null) == false;","AssertionRelation.IDENTICAL",""
"Fraction","divide(fraction)","ConditionKind.THROWS","IllegalArgumentException","ConditionKind.THROWS","IllegalArgumentException","assert args[0]==null;","assert args[0] == null;","AssertionRelation.IDENTICAL",""
"Fraction","divide(fraction)","ConditionKind.THROWS","MathArithmeticException","ConditionKind.THROWS","MathArithmeticException","assert args[0]==(org.apache.commons.math3.fraction.Fraction.ZERO);","assert args[0].getNumerator() == 0 && args[0].getDenominator() == 1;","AssertionRelation.UNSUPPORTED","Error during parsing: Unexpected end"
"Fraction","divide(fraction)","ConditionKind.THROWS","MathArithmeticException","ConditionKind.THROWS","MathArithmeticException","","assert (receiverObjectID.getNumerator() / args[0].getDenominator()) > Integer.MAX_VALUE || (args[0].getNumerator() * receiverObjectID.getDenominator()) > Integer.MAX_VALUE;","AssertionRelation.UNEXPECTED",""
"Fraction","divide(fraction)","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID.equals(receiverObjectID.divide(args[0]));","AssertionRelation.UNEXPECTED",""
"Fraction","divide(i)","ConditionKind.PARAM","i","ConditionKind.PARAM","i","","assert args[0] != 0;","AssertionRelation.UNEXPECTED",""
"Fraction","divide(i)","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID.equals(receiverObjectID.multiply(args[0]));","AssertionRelation.UNEXPECTED",""
"Fraction","percentageValue()","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID == (receiverObjectID.getNumerator() * 100.0) / receiverObjectID.getDenominator();","AssertionRelation.UNEXPECTED",""
"Fraction","getReducedFraction(numerator denominator)","ConditionKind.PARAM","numerator","ConditionKind.PARAM","numerator","","assert args[0] != 0 || args[1] != 0;","AssertionRelation.UNEXPECTED",""
"Fraction","getReducedFraction(numerator denominator)","ConditionKind.PARAM","denominator","ConditionKind.PARAM","denominator","","assert args[1] != 0;","AssertionRelation.UNEXPECTED",""
"Fraction","getReducedFraction(numerator denominator)","ConditionKind.THROWS","MathArithmeticException","ConditionKind.THROWS","MathArithmeticException","assert args[1]==0;","assert args[1] == 0;","AssertionRelation.IDENTICAL",""
"Fraction","getReducedFraction(numerator denominator)","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResult.getNumerator() == (args[0] / gcd(args[0], args[1])) && methodResult.getDenominator() == (args[1] / gcd(args[0], args[1]));","AssertionRelation.UNEXPECTED",""
"Fraction","toString()","ConditionKind.RETURN","","ConditionKind.RETURN","","","assert methodResultID.equals(receiverObjectID.getNumerator() + ""/"" + receiverObjectID.getDenominator()) || (receiverObjectID.getDenominator() == 1 && methodResultID.equals(String.valueOf(receiverObjectID.getNumerator())));","AssertionRelation.UNEXPECTED",""
